MDC,DC,DRG,RW0D,RW,WTLOS,OT,MDF,DRGNAME
15,1502,15020,0.7767,0.7767,1.04,3,1.0,Newb died or transf < 5 d of adm w minor  proc wo sig CCC
15,1502,15021,1.9688,1.9688,1.93,6,1.0,Newb died or transf < 5 d of adm w minor  proc w min CCC
15,1503,15030,8.3449,18.9656,38.46,115,0.76,Newb adm wt < 1000 gm w sign proc wo sig CCC
15,1503,15031,12.2339,27.8043,63.0,189,0.98,Newb adm wt < 1000 gm w sign proc w min CCC
15,1503,15032,15.636,35.5365,79.5,239,1.0,Newb adm wt < 1000 gm w sign proc w mod CCC
15,1504,15049,6.085,13.8295,47.15,141,1.0,Newb adm wt < 1000 gm w minor  proc
15,1505,15050,4.204,9.5547,33.38,100,0.7,Newb adm wt 1000-1499 gm w sign proc wo sig CCC
15,1505,15051,5.6582,12.8596,43.37,130,0.78,Newb adm wt 1000-1499 gm w sign proc w min CCC
15,1505,15052,7.2316,16.4355,53.0,159,1.0,Newb adm wt 1000-1499 gm w sign proc w mod CCC
15,1506,15060,2.0702,4.705,23.47,70,0.78,Newb adm wt 1000-1499 gm w minor  proc wo sig CCC
15,1506,15061,3.3834,7.6894,32.97,99,0.81,Newb adm wt 1000-1499 gm w minor  proc w min CCC
15,1506,15062,4.8531,11.0299,41.61,125,1.0,Newb adm wt 1000-1499 gm w minor  proc w mod CCC
15,1507,15070,2.5337,3.7261,14.49,43,0.67,Newb adm wt 1500-2499 gm w sign proc wo sig CCC
15,1507,15071,3.29,6.327,20.42,61,0.44,Newb adm wt 1500-2499 gm w sign proc w min CCC
15,1507,15072,4.2799,9.7271,36.71,110,1.0,Newb adm wt 1500-2499 gm w sign proc w mod CCC
15,1508,15080,1.118,1.3309,7.22,22,0.99,Newb adm wt 1500-2499 gm w minor  proc wo sig CCC
15,1508,15081,2.1205,3.1184,14.16,42,0.63,Newb adm wt 1500-2499 gm w minor  proc w min CCC
15,1508,15082,2.5624,5.8236,23.09,69,0.59,Newb adm wt 1500-2499 gm w minor  proc w mod CCC
15,1509,15090,2.7998,3.6839,11.28,34,0.77,Newb adm wt >2499 gm w sign proc wo sig CCC
15,1509,15091,3.6055,6.0091,15.13,45,0.54,Newb adm wt >2499 gm w sign proc w min CCC
15,1509,15092,3.9954,9.0804,26.96,81,1.0,Newb adm wt >2499 gm w sign proc w mod CCC
15,1510,15100,0.5755,0.6324,4.22,13,1.0,Newb adm wt >2499 gm w minor  proc wo sig CCC
15,1510,15101,1.5755,1.8757,8.73,26,1.0,Newb adm wt >2499 gm w minor  proc w min CCC
15,1510,15102,2.1266,2.7982,11.93,36,0.67,Newb adm wt >2499 gm w minor  proc w mod CCC
15,1510,15103,2.5082,4.8234,18.26,55,1.0,Newb adm wt >2499 gm w minor  proc w maj CCC
15,1511,15119,7.5183,17.0869,37.97,114,1.0,Newborn with major procedure
15,1512,15129,14.6183,33.2233,53.18,160,1.0,Newborn with major cardiothoracic proc
15,1550,15500,0.1878,0.1878,1.14,3,0.72,Newb transferred < 5 d of adm wo proc wo sig CCC
15,1550,15501,0.2071,0.2071,0.68,2,0.71,Newb transferred < 5 d of adm wo proc w min CCC
15,1550,15502,0.3158,0.3158,1.44,4,0.98,Newb transferred < 5 d of adm wo proc w mod CCC
15,1550,15503,0.467,0.467,1.87,6,1.0,Newb transferred < 5 d of adm wo proc w maj CCC
15,1551,15519,2.7986,5.3819,20.26,61,1.0,Newb adm wt < 1000 gm wo proc
15,1552,15520,1.2849,1.6906,10.66,32,0.7,Newb adm wt 1000-1499 gm wo proc wo sig CCC
15,1552,15521,2.3396,5.3171,27.95,84,0.73,Newb adm wt 1000-1499 gm wo proc w min CCC
15,1553,15530,0.3342,0.3342,2.88,9,0.46,Newb adm wt 1500-2499 gm wo proc wo sig CCC
15,1553,15531,0.3362,0.3695,3.42,10,0.91,Newb adm wt 1500-2499 gm wo proc w min CCC
15,1553,15532,1.007,1.1989,7.66,23,0.92,Newb adm wt 1500-2499 gm wo proc w mod CCC
15,1554,15540,0.2802,0.2802,2.89,9,0.51,Newb adm wt >2499 gm wo proc wo sig CCC
15,1554,15541,0.493,0.5418,4.1,12,0.5,Newb adm wt >2499 gm wo proc w min CCC
15,1554,15542,0.6484,0.7719,6.05,18,0.72,Newb adm wt >2499 gm wo proc w mod CCC
15,1554,15543,0.9402,1.1193,7.22,22,0.82,Newb adm wt >2499 gm wo proc w maj CCC
15,1554,15544,1.302,1.7132,9.22,28,0.69,Newb adm wt >2499 gm wo proc w ext CCC
15,1555,15559,0.4186,0.4186,0.93,3,1.0,Newb died < 5 d of adm wo proc
16,1601,16010,3.0273,3.604,6.93,21,1.0,"Splenectomy for blood, bl forming org & imm diseases wo sig CCC"
16,1601,16011,4.37,5.7501,9.22,28,1.0,"Splenectomy for blood, bl forming org & imm diseases w min CCC"
16,1601,16012,5.6785,9.4642,15.17,46,1.0,"Splenectomy for blood, bl forming org & imm diseases w mod CCC"
16,1602,16020,1.9295,2.1203,5.53,17,0.59,"Other proc for blood, bl forming org & imm diseases wo sig CCC"
16,1602,16021,2.7495,4.5825,15.24,46,0.85,"Other proc for blood, bl forming org & imm diseases w min CCC"
16,1602,16022,3.6108,8.2063,24.27,73,0.69,"Other proc for blood, bl forming org & imm diseases w mod CCC"
16,1650,16500,0.3013,0.3013,1.5,5,0.84,Red blood cell disorders wo sig CCC
16,1650,16501,0.4261,0.4261,2.03,6,1.0,Red blood cell disorders w min CCC
16,1650,16502,1.0862,1.1936,5.15,15,1.0,Red blood cell disorders w mod CCC
16,1650,16503,3.0945,3.684,7.85,24,0.61,Red blood cell disorders w maj CCC
16,1651,16510,0.5039,0.5039,2.67,8,1.0,Coagulation disorders wo sig CCC
16,1651,16511,1.1709,1.2867,4.21,13,1.0,Coagulation disorders w min CCC
16,1651,16512,3.0033,3.5754,6.37,19,1.0,Coagulation disorders w mod CCC
16,1652,16520,0.7305,0.8028,4.13,12,1.0,Reticuloendothelial and immuno disorders wo sig CCC
16,1652,16521,2.0778,2.4736,6.81,20,1.0,Reticuloendothelial and immuno disorders w min CCC
16,1652,16522,4.0892,4.8681,8.92,27,0.99,Reticuloendothelial and immuno disorders w mod CCC
16,1653,16530,0.3273,0.3273,1.24,4,1.0,Red blood cell disorders w blood transfusion wo sig CCC
16,1653,16531,0.5557,0.5557,1.73,5,1.0,Red blood cell disorders w blood transfusion w min CCC
16,1653,16532,1.1091,1.2188,3.59,11,1.0,Red blood cell disorders w blood transfusion w mod CCC
16,1653,16533,2.1542,2.5645,6.53,20,1.0,Red blood cell disorders w blood transfusion w maj CCC
16,1653,16534,3.1548,4.6393,12.44,37,1.0,Red blood cell disorders w blood transfusion w ext CCC
16,1654,16540,4.3595,4.7907,4.45,13,1.0,Coagulation disorders w coag fact transfusion wo sig CCC
16,1654,16541,5.9658,7.8498,9.69,29,1.0,Coagulation disorders w coag fact transfusion w min CCC
16,1655,16550,0.8141,0.8946,3.26,10,1.0,Coagulation disorders w blood transfusion wo sig CCC
16,1655,16551,1.6695,1.8346,4.37,13,1.0,Coagulation disorders w blood transfusion w min CCC
16,1655,16552,3.5966,4.7324,9.45,28,1.0,Coagulation disorders w blood transfusion w mod CCC
16,1656,16560,1.6502,1.9645,6.05,18,1.0,Reticuloendothelial and imm dis w blood transfusion wo sig CCC
16,1656,16561,3.6911,4.8567,10.94,33,1.0,Reticuloendothelial and imm dis w blood transfusion w min CCC
16,1656,16562,4.3547,7.2579,15.65,47,1.0,Reticuloendothelial and imm dis w blood transfusion w mod CCC
17,1701,17010,2.9609,3.5249,7.89,24,0.6,Lymphoma and leukemia w major OR procedures wo sig CCC
17,1701,17011,3.219,7.3158,22.78,68,1.0,Lymphoma and leukemia w major OR procedures w min CCC
17,1702,17020,3.6298,4.776,9.85,30,0.71,Other neoplastic disorders w major OR procedures wo sig CCC
17,1702,17021,4.0057,7.7033,18.55,56,1.0,Other neoplastic disorders w major OR procedures w min CCC
17,1750,17500,0.715,0.715,2.61,8,1.0,Acute leukemia wo sig CCC
17,1750,17501,1.5817,1.7381,5.28,16,1.0,Acute leukemia w min CCC
17,1751,17510,0.4805,0.528,3.13,9,1.0,Lymphoma & non-acute leukemia wo sig CCC
17,1751,17511,1.4249,1.5658,5.33,16,1.0,Lymphoma & non-acute leukemia w min CCC
17,1751,17512,2.9004,3.8163,10.26,31,0.51,Lymphoma & non-acute leukemia w mod CCC
17,1752,17520,0.8014,0.8807,3.12,9,0.4,Other Neoplastic disorders wo sig CCC
17,1752,17521,1.1215,1.2324,5.52,17,0.98,Other Neoplastic disorders w min CCC
17,1756,17560,6.0128,8.8423,14.07,42,1.0,Acute leukemia with CRx & RT or CRx & Dx Proc or RT & Dx Proc wo sig CCC
17,1756,17561,7.2509,16.4794,35.53,107,1.0,Acute leukemia with CRx & RT or CRx & Dx Proc or RT & Dx Proc w min CCC
17,1757,17570,1.3832,1.5035,3.47,10,1.0,Acute leukemia with chemotherapy wo sig CCC
17,1757,17571,3.6314,4.7782,9.97,30,1.0,Acute leukemia with chemotherapy w min CCC
17,1757,17572,4.6348,7.7246,15.11,45,1.0,Acute leukemia with chemotherapy w mod CCC
17,1757,17573,6.1534,13.9849,24.63,74,0.62,Acute leukemia with chemotherapy w maj CCC
17,1758,17589,2.3537,3.4613,12.33,37,1.0,Acute leukemia with radiotherapy
17,1759,17590,2.0638,2.2679,4.92,15,1.0,Acute leukemia with diag proc wo sig CCC
17,1759,17591,4.4293,5.8279,10.25,31,0.61,Acute leukemia with diag proc w min CCC
17,1759,17592,4.4293,9.5137,36.32,109,1.0,Acute leukemia with diag proc w mod CCC
17,1760,17600,1.4878,1.6349,3.72,11,1.0,Acute leukemia with blood transfusion wo sig CCC
17,1760,17601,2.9762,3.916,11.13,33,1.0,Acute leukemia with blood transfusion w min CCC
17,1760,17602,4.6168,7.6947,16.12,48,1.0,Acute leukemia with blood transfusion w mod CCC
17,1761,17619,4.3935,8.4491,20.17,61,1.0,L'ma & non-acute leukemia w chemo- and radiother
17,1762,17620,2.9797,3.2388,3.21,10,1.0,Lymphoma & non-acute leukemia w chemotherapy wo sig CCC
17,1762,17621,4.467,4.8554,5.04,15,0.75,Lymphoma & non-acute leukemia w chemotherapy w min CCC
17,1762,17622,4.6054,6.7726,13.48,40,0.66,Lymphoma & non-acute leukemia w chemotherapy w mod CCC
17,1763,17630,2.4172,3.1805,10.24,31,0.76,Lymphoma & non-acute leukemia w radiotherapy wo sig CCC
17,1763,17631,2.8465,6.4695,23.17,70,1.0,Lymphoma & non-acute leukemia w radiotherapy w min CCC
17,1764,17640,1.9914,2.1884,5.54,17,0.99,Lymphoma & non-acute leukemia w diag proc wo sig CCC
17,1764,17641,3.3265,4.892,14.31,43,1.0,Lymphoma & non-acute leukemia w diag proc w min CCC
17,1764,17642,4.5023,8.6583,19.13,57,1.0,Lymphoma & non-acute leukemia w diag proc w mod CCC
17,1765,17650,0.7353,0.7353,2.14,6,1.0,Lymphoma & non-acute leukemia w blood transfus wo sig CCC
17,1765,17651,1.8328,2.1819,6.16,18,0.9,Lymphoma & non-acute leukemia w blood transfus w min CCC
17,1765,17652,2.7893,3.6702,9.7,29,0.56,Lymphoma & non-acute leukemia w blood transfus w mod CCC
17,1765,17653,4.1151,6.0516,12.54,38,0.14,Lymphoma & non-acute leukemia w blood transfus w maj CCC
17,1767,17670,2.29,2.4891,3.22,10,1.0,Other neoplastic dis with chemotherapy wo sig CCC
17,1767,17671,3.573,4.7014,10.11,30,1.0,Other neoplastic dis with chemotherapy w min CCC
17,1768,17689,2.8243,4.1533,14.75,44,1.0,Other neoplastic dis with radiotherapy
17,1769,17690,1.2822,1.409,3.74,11,1.0,Other neoplastic dis with diag proc wo sig CCC
17,1769,17691,3.2905,4.3296,10.86,33,1.0,Other neoplastic dis with diag proc w min CCC
17,1770,17700,0.9786,1.0754,4.21,13,0.95,Other neoplastic dis with blood transfusion wo sig CCC
17,1770,17701,2.284,3.0053,10.6,32,0.79,Other neoplastic dis with blood transfusion w min CCC
18,1801,18019,0.6163,0.6163,1.88,6,1.0,OR proc group 1 for infectious and parasitic diseases
18,1802,18020,0.843,0.843,2.45,7,1.0,OR proc group 2 for infectious and parasitic diseases wo sig CCC
18,1802,18021,1.172,1.172,2.67,8,1.0,OR proc group 2 for infectious and parasitic diseases w min CCC
18,1803,18030,1.6803,2.0003,7.59,23,1.0,OR proc group 3 for infectious and parasitic diseases wo sig CCC
18,1803,18031,3.0859,4.5381,12.48,37,0.83,OR proc group 3 for infectious and parasitic diseases w min CCC
18,1803,18032,3.5591,8.089,21.19,64,1.0,OR proc group 3 for infectious and parasitic diseases w mod CCC
18,1804,18049,2.9397,4.8995,15.59,47,1.0,OR proc group 4 for infectious and parasitic diseases
18,1805,18059,4.1552,6.9253,16.73,50,1.0,OR proc group 5 or more for inf and parasitic diseases
18,1850,18500,0.7171,0.788,4.14,12,1.0,"Septicemia, adult, not transferred wo sig CCC"
18,1850,18501,1.8767,2.2341,7.52,23,1.0,"Septicemia, adult, not transferred w min CCC"
18,1850,18502,3.358,4.4184,11.04,33,1.0,"Septicemia, adult, not transferred w mod CCC"
18,1850,18503,4.3764,6.4359,13.79,41,1.0,"Septicemia, adult, not transferred w maj CCC"
18,1850,18504,4.9293,9.4795,18.45,55,1.0,"Septicemia, adult, not transferred w ext CCC"
18,1851,18510,0.3535,0.3535,2.99,9,1.0,"Septicemia, child wo sig CCC"
18,1851,18511,0.6941,0.7628,4.71,14,0.86,"Septicemia, child w min CCC"
18,1851,18512,1.7836,2.1233,8.92,27,1.0,"Septicemia, child w mod CCC"
18,1851,18513,3.3281,4.8943,14.95,45,1.0,"Septicemia, child w maj CCC"
18,1852,18520,0.7967,0.8755,5.33,16,0.87,"Postop and post-traumatic infections, elderly wo sig CCC"
18,1852,18521,1.0903,1.2981,6.76,20,1.0,"Postop and post-traumatic infections, elderly w min CCC"
18,1852,18522,1.8158,2.3892,9.83,29,1.0,"Postop and post-traumatic infections, elderly w mod CCC"
18,1852,18523,3.2515,5.4192,15.99,48,1.0,"Postop and post-traumatic infections, elderly w maj CCC"
18,1853,18530,0.6665,0.7324,4.62,14,0.72,"Postop and post-traumatic infections, not elderly wo sig CCC"
18,1853,18531,0.9045,0.994,5.72,17,0.79,"Postop and post-traumatic infections, not elderly w min CCC"
18,1853,18532,1.4786,1.7603,8.27,25,1.0,"Postop and post-traumatic infections, not elderly w mod CCC"
18,1853,18533,3.0836,4.5348,13.97,42,1.0,"Postop and post-traumatic infections, not elderly w maj CCC"
18,1854,18540,0.4131,0.4131,3.0,9,1.0,"Malaria, adult wo sig CCC"
18,1854,18541,0.7934,0.8719,4.18,13,1.0,"Malaria, adult w min CCC"
18,1854,18542,2.4455,2.9114,6.44,19,1.0,"Malaria, adult w mod CCC"
18,1855,18550,0.3702,0.3702,3.0,9,1.0,"Malaria, child wo sig CCC"
18,1855,18551,0.7571,0.832,4.5,14,1.0,"Malaria, child w min CCC"
18,1856,18560,0.4074,0.4477,3.14,9,1.0,"Dengue, adult wo sig CCC"
18,1856,18561,0.8802,0.9672,4.24,13,1.0,"Dengue, adult w min CCC"
18,1856,18562,2.2457,2.4678,5.7,17,1.0,"Dengue, adult w mod CCC"
18,1857,18570,0.3527,0.3876,3.01,9,1.0,"Dengue, child wo sig CCC"
18,1857,18571,1.1783,1.2948,5.53,17,1.0,"Dengue, child w min CCC"
18,1857,18572,3.3496,3.9876,8.02,24,1.0,"Dengue, child w mod CCC"
18,1858,18580,0.4691,0.5155,3.23,10,1.0,"Fever of unknow origin, adult wo sig CCC"
18,1858,18581,0.834,0.9165,4.62,14,0.99,"Fever of unknow origin, adult w min CCC"
18,1858,18582,1.3766,1.6387,6.53,20,1.0,"Fever of unknow origin, adult w mod CCC"
18,1858,18583,3.5371,4.6541,11.88,36,1.0,"Fever of unknow origin, adult w maj CCC"
18,1859,18590,0.3065,0.3065,2.54,8,0.84,"Fever of unknow origin, child wo sig CCC"
18,1859,18591,0.371,0.371,2.88,9,1.0,"Fever of unknow origin, child w min CCC"
18,1859,18592,0.5941,0.6529,3.99,12,1.0,"Fever of unknow origin, child w mod CCC"
18,1860,18600,0.387,0.387,2.74,8,1.0,"Viral illness except dengue, adult wo sig CCC"
18,1860,18601,1.1808,1.2976,4.86,15,1.0,"Viral illness except dengue, adult w min CCC"
18,1860,18602,2.9974,3.9441,11.44,34,1.0,"Viral illness except dengue, adult w mod CCC"
18,1861,18610,0.2851,0.2851,2.47,7,0.75,"Viral illness except dengue, child wo sig CCC"
18,1861,18611,0.3645,0.4006,3.04,9,1.0,"Viral illness except dengue, child w min CCC"
18,1861,18612,0.7819,0.8592,4.37,13,1.0,"Viral illness except dengue, child w mod CCC"
18,1862,18620,2.089,2.7487,9.77,29,1.0,"Fungal diseases, adult wo sig CCC"
18,1862,18621,3.6857,8.3765,22.8,68,1.0,"Fungal diseases, adult w min CCC"
18,1863,18639,0.8896,0.9776,4.63,14,1.0,"Fungal diseases, child"
18,1864,18640,0.5584,0.6136,3.91,12,1.0,"Other infectious and parasitic diseases, adult wo sig CCC"
18,1864,18641,1.7567,2.0913,8.04,24,1.0,"Other infectious and parasitic diseases, adult w min CCC"
18,1864,18642,2.7065,3.5612,10.12,30,1.0,"Other infectious and parasitic diseases, adult w mod CCC"
18,1864,18643,4.2313,7.0522,16.01,48,1.0,"Other infectious and parasitic diseases, adult w maj CCC"
18,1865,18650,0.3977,0.437,3.51,11,1.0,"Other infectious and parasitic diseases, child wo sig CCC"
18,1865,18651,0.8239,0.9054,5.29,16,0.54,"Other infectious and parasitic diseases, child w min CCC"
18,1865,18652,1.4653,2.1548,12.24,37,1.0,"Other infectious and parasitic diseases, child w mod CCC"
18,1866,18660,1.3002,1.7108,10.37,31,1.0,"Melioidosis, adult wo sig CCC"
18,1866,18661,2.543,3.7397,12.25,37,1.0,"Melioidosis, adult w min CCC"
18,1866,18662,4.6308,6.81,13.93,42,1.0,"Melioidosis, adult w mod CCC"
18,1867,18679,1.029,1.354,10.3,31,1.0,"Melioidosis, child"
18,1868,18680,0.6153,0.6761,3.82,11,1.0,"Leptospirosis, adult wo sig CCC"
18,1868,18681,1.757,2.0917,7.44,22,1.0,"Leptospirosis, adult w min CCC"
18,1868,18682,3.1828,4.1879,10.33,31,1.0,"Leptospirosis, adult w mod CCC"
18,1869,18699,0.4929,0.5417,3.67,11,1.0,"Leptospirosis, child"
18,1870,18700,0.5859,0.6438,3.38,10,1.0,Dengue with shock wo sig CCC
18,1870,18701,3.3444,3.6752,5.9,18,1.0,Dengue with shock w min CCC
18,1872,18720,0.6371,0.6371,2.54,8,0.49,"Septicemia, adult, transferred wo sig CCC"
18,1872,18721,1.5914,1.7488,5.65,17,1.0,"Septicemia, adult, transferred w min CCC"
18,1872,18722,3.5307,4.6456,10.72,32,1.0,"Septicemia, adult, transferred w mod CCC"
19,1901,19010,1.1997,2.7267,30.7,92,0.36,Acute psychotic disorders with ECT wo sig CCC
19,1901,19011,1.7457,3.9676,37.88,114,1.0,Acute psychotic disorders with ECT w min CCC
19,1902,19020,1.4994,3.4077,39.45,118,0.23,Chronic psychotic disorders with ECT wo sig CCC
19,1902,19021,1.9643,4.4644,49.11,147,0.23,Chronic psychotic disorders with ECT w min CCC
19,1902,19022,2.5924,5.8916,62.27,187,1.0,Chronic psychotic disorders with ECT w mod CCC
19,1903,19030,1.0897,2.0957,18.45,55,0.22,Major affective disorders with ECT wo sig CCC
19,1903,19031,1.2561,2.8549,25.55,77,1.0,Major affective disorders with ECT w min CCC
19,1904,19049,1.8984,4.3147,41.79,125,1.0,Organic disturbance  with ECT
19,1950,19500,0.4817,0.5293,4.49,13,0.36,Acute psychotic disorders wo sig CCC
19,1950,19501,0.7972,1.0489,11.52,35,0.23,Acute psychotic disorders w min CCC
19,1950,19502,0.9578,1.8419,20.94,63,0.34,Acute psychotic disorders w mod CCC
19,1950,19503,1.1165,2.5375,26.56,80,0.35,Acute psychotic disorders w maj CCC
19,1951,19510,0.6541,0.8606,9.35,28,0.47,Chronic psychotic disorders wo sig CCC
19,1951,19511,0.8705,1.4509,15.31,46,0.17,Chronic psychotic disorders w min CCC
19,1951,19512,0.9853,2.2392,27.84,84,0.24,Chronic psychotic disorders w mod CCC
19,1951,19513,1.3376,3.04,37.22,112,0.31,Chronic psychotic disorders w maj CCC
19,1952,19520,0.3676,0.404,3.68,11,0.51,Major affective disorders wo sig CCC
19,1952,19521,0.7811,0.9299,8.8,26,0.23,Major affective disorders w min CCC
19,1952,19522,0.892,1.7154,18.49,55,0.59,Major affective disorders w mod CCC
19,1952,19523,1.1381,2.1887,20.46,61,0.34,Major affective disorders w maj CCC
19,1953,19530,0.2559,0.2559,1.74,5,0.55,Other affect and somatoform disorders wo sig CCC
19,1953,19531,0.5478,0.602,4.85,15,0.45,Other affect and somatoform disorders w min CCC
19,1953,19532,0.858,1.0214,8.92,27,1.0,Other affect and somatoform disorders w mod CCC
19,1954,19549,0.3809,0.4186,3.58,11,1.0,Acute reaction and psychosocial dysfunction
19,1955,19550,0.285,0.285,2.09,6,1.0,Anxiety disorders wo sig CCC
19,1955,19551,0.886,0.9736,4.77,14,0.45,Anxiety disorders w min CCC
19,1955,19552,1.3702,1.6312,8.63,26,1.0,Anxiety disorders w mod CCC
19,1956,19569,0.968,1.2737,10.52,32,1.0,Eating and obscessive compulsive disorders
19,1957,19579,1.0032,1.4754,12.45,37,1.0,Person & impulse control disorders and sexual dysfunt
19,1958,19580,0.7209,0.9485,9.68,29,0.25,Childhood mental disorders wo sig CCC
19,1958,19581,0.9311,1.3694,14.49,43,0.25,Childhood mental disorders w min CCC
19,1958,19582,1.0078,1.9382,20.81,62,1.0,Childhood mental disorders w mod CCC
19,1959,19590,0.8274,0.9092,5.94,18,0.37,Organic disturbance wo sig CCC
19,1959,19591,1.1512,2.2137,20.78,62,0.24,Organic disturbance w min CCC
19,1959,19592,1.3224,3.0055,29.55,89,0.3,Organic disturbance w mod CCC
19,1960,19600,0.3186,0.3186,2.03,6,1.0,Other mental disorders wo sig CCC
19,1960,19601,0.5776,0.6347,3.19,10,1.0,Other mental disorders w min CCC
19,1962,19620,0.7726,1.1362,12.64,38,0.24,Mental retardation wo sig CCC
19,1962,19621,0.992,2.2544,25.52,77,0.23,Mental retardation w min CCC
19,1962,19622,1.2917,2.9357,33.78,101,1.0,Mental retardation w mod CCC
20,2050,20500,0.36,0.36,2.2,7,0.53,Alcohol intoxication and withdrawal wo sig CCC
20,2050,20501,0.5871,0.6452,4.61,14,0.79,Alcohol intoxication and withdrawal w min CCC
20,2050,20502,1.0516,1.2518,8.12,24,1.0,Alcohol intoxication and withdrawal w mod CCC
20,2050,20503,2.5171,3.3121,10.96,33,1.0,Alcohol intoxication and withdrawal w maj CCC
20,2051,20510,0.6183,0.7361,7.9,24,0.24,Drug use disorders and withdrawal wo sig CCC
20,2051,20511,0.8009,1.8203,22.88,69,0.22,Drug use disorders and withdrawal w min CCC
20,2051,20512,1.0239,2.3271,29.29,88,1.0,Drug use disorders and withdrawal w mod CCC
20,2052,20520,0.7136,0.8495,8.92,27,0.19,Alcohol use disorders and dependence wo sig CCC
20,2052,20521,0.8442,1.407,17.06,51,0.29,Alcohol use disorders and dependence w min CCC
20,2052,20522,0.8591,1.6521,19.22,58,0.25,Alcohol use disorders and dependence w mod CCC
20,2052,20523,0.9028,2.0517,23.74,71,1.0,Alcohol use disorders and dependence w maj CCC
20,2053,20539,0.7771,1.1429,12.84,39,1.0,Opioid use disorders and dependence
20,2054,20540,0.8032,1.3386,17.73,53,0.24,Oth drug use disorders and dependence and intoxication wo sig CCC
20,2054,20541,0.8063,1.8324,23.3,70,0.31,Oth drug use disorders and dependence and intoxication w min CCC
20,2054,20542,1.1377,2.5857,30.06,90,1.0,Oth drug use disorders and dependence and intoxication w mod CCC
21,2101,21010,1.0662,1.1716,4.32,13,0.99,Wound debridements for injuries wo sig CCC
21,2101,21011,2.7471,4.0398,12.63,38,0.16,Wound debridements for injuries w min CCC
21,2102,21020,1.3934,1.5312,5.71,17,1.0,Skin grafts for injuries wo sig CCC
21,2102,21021,2.3746,4.5667,19.6,59,1.0,Skin grafts for injuries w min CCC
21,2103,21039,1.1977,1.3161,3.76,11,1.0,Hand procedures for injuries
21,2104,21040,1.8393,2.0212,5.06,15,0.71,Other OR procedures for injuries wo sig CCC
21,2104,21041,3.2036,4.7112,13.56,41,0.74,Other OR procedures for injuries w min CCC
21,2104,21042,3.6591,8.3161,23.98,72,1.0,Other OR procedures for injuries w mod CCC
21,2107,21079,2.6321,5.982,23.01,69,1.0,Multiple wound debridements for injuries
21,2150,21500,0.319,0.319,1.7,5,1.0,Traumatic injury age >17 wo sig CCC
21,2150,21501,0.5299,0.5299,2.32,7,1.0,Traumatic injury age >17 w min CCC
21,2150,21502,1.0941,1.2023,4.28,13,1.0,Traumatic injury age >17 w mod CCC
21,2150,21503,2.5336,3.3337,9.43,28,0.33,Traumatic injury age >17 w maj CCC
21,2151,21510,0.3509,0.3509,1.76,5,1.0,Traumatic injury age 0-17 wo sig CCC
21,2151,21511,0.6735,0.6735,2.8,8,1.0,Traumatic injury age 0-17 w min CCC
21,2151,21512,1.2449,1.368,4.73,14,1.0,Traumatic injury age 0-17 w mod CCC
21,2152,21520,0.1955,0.1955,1.27,4,1.0,Allergic reactions age >17 wo sig CCC
21,2152,21521,0.2784,0.2784,1.56,5,1.0,Allergic reactions age >17 w min CCC
21,2152,21522,0.6526,0.6526,2.71,8,1.0,Allergic reactions age >17 w mod CCC
21,2152,21523,1.7004,1.8686,5.07,15,1.0,Allergic reactions age >17 w maj CCC
21,2153,21530,0.1899,0.1899,1.42,4,0.62,Allergic reactions age 0-17 wo sig CCC
21,2153,21531,0.2852,0.2852,1.84,6,1.0,Allergic reactions age 0-17 w min CCC
21,2154,21540,0.2847,0.2847,1.63,5,1.0,Poisoning & toxic effects of drugs age >17 wo sig CCC
21,2154,21541,0.5583,0.5583,2.56,8,1.0,Poisoning & toxic effects of drugs age >17 w min CCC
21,2154,21542,1.2881,1.4155,4.85,15,1.0,Poisoning & toxic effects of drugs age >17 w mod CCC
21,2154,21543,2.3231,2.7655,7.05,21,1.0,Poisoning & toxic effects of drugs age >17 w maj CCC
21,2154,21544,3.8604,5.0794,10.05,30,1.0,Poisoning & toxic effects of drugs age >17 w ext CCC
21,2155,21550,0.204,0.204,1.46,4,1.0,Poisoning & toxic effects of drugs age 0-17 wo sig CCC
21,2155,21551,0.4556,0.4556,2.32,7,1.0,Poisoning & toxic effects of drugs age 0-17 w min CCC
21,2155,21552,1.1304,1.2422,4.41,13,1.0,Poisoning & toxic effects of drugs age 0-17 w mod CCC
21,2155,21553,3.0008,3.5724,8.47,25,1.0,Poisoning & toxic effects of drugs age 0-17 w maj CCC
21,2156,21560,1.2487,1.3722,5.73,17,1.0,Complications of treatment wo sig CCC
21,2156,21561,2.7065,3.5612,10.95,33,1.0,Complications of treatment w min CCC
21,2156,21562,3.9486,6.581,15.44,46,1.0,Complications of treatment w mod CCC
21,2157,21570,0.4228,0.4228,1.93,6,1.0,"Other injury, poisoning & toxic effect diag wo sig CCC"
21,2157,21571,1.9995,2.3803,6.05,18,1.0,"Other injury, poisoning & toxic effect diag w min CCC"
21,2157,21572,3.8082,5.0108,11.23,34,1.0,"Other injury, poisoning & toxic effect diag w mod CCC"
22,2201,22019,13.1096,29.7945,61.81,185,0.95,Extens burn w debrid w skin flap or skin graft or TPN
22,2202,22029,4.7946,10.8968,37.34,112,1.0,Full thickness burns w skin graft or inh inj
22,2205,22050,3.6599,8.3181,21.87,66,0.64,Extensive burn w debridement wo sig CCC
22,2205,22051,5.2713,11.9803,33.84,102,1.0,Extensive burn w debridement w min CCC
